District,City,State,Zip,County
Miami,Aventura,FL,33180,
Miami,Aventura,FL,33160,
Miami,Aventura,FL,33181,
Miami,Aventura,FL,Unknown,
Miami,Aventura,FL,33179,
Miami,Aventura,FL,33145,
Miami,Bal Harbor,FL,33154,
Miami,Bal Harbour,FL,33154,
Miami,Bay Harbor,FL,33154,
Miami,Bay Harbor,FL,Unknown,
Miami,Bay Harbor Island,FL,33154,
Miami,Bay Harbor Islands,FL,33154,
Miami,"Bay Harbor
Island",FL,33154,
Miami,"Bay Harbor
Island",FL,Unknown,
Miami,"Bay Harbor
Island",FL,33014,
Miami,"Bay Harbor
Islands",FL,33154,
Miami,"Bay Harbor
Islands",FL,Unknown,
Miami,"Bay Harbour
Island",FL,33154,
Miami,"Bay Harbour
Islands",FL,33154,
Miami,Carol City,FL,33055,
Miami,Coconut Creek,FL,33073,
Miami,Coconut Creek,FL,33066,
Miami,Coconut Creek,FL,Unknown,
Miami,Coconut Creek,FL,33063,
Miami,Coconut Creek,FL,33067,
Miami,Cooper City,FL,33330,
Miami,Cooper City,FL,33024,
Miami,Cooper City,FL,33026,
Miami,Cooper City,FL,33328,
Miami,Coral,FL,33134,
Miami,Coral,FL,33143,
Miami,Coral,FL,33146,
Miami,Coral,FL,33133,
Miami,Coral,FL,33144,
Miami,Coral,FL,33154,
Miami,"Coral Gab
Les",FL,33134,
Miami,Coral Gables,FL,33134,
Miami,Coral Gables,FL,33146,
Miami,Coral Springs,FL,33065,
Miami,Coral Springs,FL,33076,
Miami,Coral Springs,FL,33067,
Miami,Coral Springs,FL,33071,
Miami,Coral Springs,FL,33315,
Miami,Coral Springs,FL,Unknown,
Miami,"Coral
Gables",FL,33146,
Miami,"Coral
Gables",FL,33134,
Miami,"Coral
Gables",FL,33143,
Miami,"Coral
Gables",FL,33133,
Miami,"Coral
Gables",FL,Unknown,
Miami,"Coral
Gables",FL,33434,
Miami,"Coral
Gables",FL,33156,
Miami,"Coral
Gables",FL,33158,
Miami,Cutler Bay,FL,33189,
Miami,Cutler Bay,FL,33157,
Miami,Cutler Bay,FL,33190,
Miami,Dania,FL,33004,
Miami,Dania,FL,33314,
Miami,Dania,FL,33312,
Miami,Davie,FL,33330,
Miami,Davie,FL,33328,
Miami,Davie,FL,33314,
Miami,Davie,FL,33331,
Miami,Davie,FL,33317,
Miami,Davie,FL,33324,
Miami,Davie,FL,33325,
Miami,Davie,FL,33320,
Miami,Davie,FL,33024,
Miami,Davie,FL,Unknown,
Miami,Deerfield Beach,FL,Unknown,
Miami,Deerfield Beach,FL,33441,
Miami,Deerfield Beach,FL,33442,
Miami,Deerfield Beach,FL,33064,
Miami,Deering Bay,FL,Unknown,
Miami,Doral,FL,33178,
Miami,Doral,FL,33173,
Miami,Doral,FL,33172,
Miami,Doral,FL,33182,
Miami,Doral,FL,33126,
Miami,Doral,FL,33166,
Miami,Doral,FL,33122,
Miami,Doral,FL,Unknown,
Miami,Doral,FL,33143,
Miami,Doral,FL,33164,
Miami,Doral,FL,33442,
Miami,Doral,FL,33129,
Miami,Doral,FL,33179,
Miami,Fisher Island,FL,33109,
Miami,"Fisher
Island",FL,33109,
Miami,Florida City,FL,33035,
Miami,Florida City,FL,33034,
Miami,Florida City,FL,33030,
Miami,Fort Lauderdale,FL,33301,
Miami,Fort Lauderdale,FL,33316,
Miami,Fort Lauderdale,FL,33315,
Miami,Fort Lauderdale,FL,33308,
Miami,Fort Lauderdale,FL,Unknown,
Miami,Fort Lauderdale,FL,33312,
Miami,Fort Lauderdale,FL,33309,
Miami,Fort Lauderdale,FL,33311,
Miami,Fort Lauderdale,FL,33304,
Miami,Fort Lauderdale,FL,33306,
Miami,Fort Lauderdale,FL,33394,
Miami,Fort Lauderdale,FL,33317,
Miami,Fort Lauderdale,FL,33334,
Miami,Fort Lauderdale,FL,33305,
Miami,Fort Lauderdale,FL,33332,
Miami,Fort Lauderdale,FL,33319,
Miami,Fort Lauderdale,FL,33314,
Miami,Fort Lauderdale,FL,33133,
Miami,Hallandale,FL,33009,
Miami,Hallandale,FL,Unknown,
Miami,Hial;Eah,FL,Unknown,
Miami,Hialeah,FL,33012,
Miami,Hialeah,FL,33014,
Miami,Hialeah,FL,33016,
Miami,Hialeah,FL,33015,
Miami,Hialeah,FL,Unknown,
Miami,Hialeah,FL,33010,
Miami,Hialeah,FL,33013,
Miami,Hialeah,FL,33166,
Miami,Hialeah,FL,33011,
Miami,Hialeah,FL,33018,
Miami,Hialeah,FL,33000,
Miami,Hialeah,FL,33147,
Miami,Hialeah,FL,33122,
Miami,Hialeah,FL,33143,
Miami,Hialeah Gardens,FL,33016,
Miami,"Hialeah
Gardens",FL,33018,
Miami,"Hialeah
Gardens",FL,33016,
Miami,Hieleah,FL,33012,
Miami,Hillsboro Beach,FL,33062,
Miami,Hillsboro Beach,FL,Unknown,
Miami,Hollywood,FL,33020,
Miami,Hollywood,FL,33312,
Miami,Hollywood,FL,33019,
Miami,Hollywood,FL,33022,
Miami,Hollywood,FL,33021,
Miami,Hollywood,FL,33024,
Miami,Hollywood,FL,33023,
Miami,Hollywood,FL,Unknown,
Miami,Hollywood,FL,33333,
Miami,Hollywood,FL,33316,
Miami,Hollywood,FL,33067,
Miami,Hollywood,FL,33314,
Miami,Homestead,FL,33032,
Miami,Homestead,FL,33033,
Miami,Homestead,FL,33031,
Miami,Homestead,FL,33030,
Miami,Homestead,FL,33034,
Miami,Homestead,FL,33035,
Miami,Homestead,FL,Unknown,
Miami,Homestead,FL,33036,
Miami,"Indian Creek
Village",FL,33154,
Miami,Kendall,FL,33176,
Miami,Kendall,FL,33196,
Miami,Key Biscayne,FL,33149,
Miami,Key Biscayne,FL,33139,
Miami,Key Biscayne,FL,Unknown,
Miami,Lauderdale By The Sea,FL,Unknown,
Miami,Lauderdale La,FL,Unknown,
Miami,Lauderdale Lakes,FL,Unknown,
Miami,Lauderdale Lakes,FL,33311,
Miami,Lauderdale Lakes,FL,33309,
Miami,Lauderdale Lakes,FL,33313,
Miami,Lauderdale Lakes,FL,33319,
Miami,Lauderhill,FL,33319,
Miami,Lauderhill,FL,33311,
Miami,Lauderhill,FL,33313,
Miami,Lauderhill,FL,Unknown,
Miami,Lauderhill,FL,33309,
Miami,Lauderhill,FL,33351,
Miami,Leisure City,FL,33033,
Miami,Lighthouse Point,FL,33064,
Miami,Lighthouse Point,FL,Unknown,
Miami,Maimi,FL,33176,
Miami,Maimi,FL,Unknown,
Miami,Maimi,FL,33165,
Miami,Margate,FL,33063,
Miami,Margate,FL,Unknown,
Miami,Margate,FL,33065,
Miami,Medley,FL,33178,
Miami,Medley,FL,33166,
Miami,Medley,FL,33176,
Miami,Miami,FL,33142,
Miami,Miami,FL,33172,
Miami,Miami,FL,33186,
Miami,Miami,FL,33196,
Miami,Miami,FL,33432,
Miami,Miami,FL,33126,
Miami,Miami,FL,63473,
Miami,Miami,FL,33156,
Miami,Miami,FL,33132,
Miami,Miami,FL,33176,
Miami,Miami,FL,33157,
Miami,Miami,FL,Unknown,
Miami,Miami,FL,33169,
Miami,Miami,FL,33144,
Miami,Miami,FL,33175,
Miami,Miami,FL,33015,
Miami,Miami,FL,33166,
Miami,Miami,FL,33179,
Miami,Miami,FL,33159,
Miami,Miami,FL,33181,
Miami,Miami,FL,33161,
Miami,Miami,FL,33138,
Miami,Miami,FL,33174,
Miami,Miami,FL,33173,
Miami,Miami,FL,33167,
Miami,Miami,FL,33143,
Miami,Miami,FL,33130,
Miami,Miami,FL,33150,
Miami,Miami,FL,33165,
Miami,Miami,FL,33134,
Miami,Miami,FL,33183,
Miami,Miami,FL,33125,
Miami,Miami,FL,33162,
Miami,Miami,FL,33056,
Miami,Miami,FL,33147,
Miami,Miami,FL,33136,
Miami,Miami,FL,33155,
Miami,Miami,FL,33139,
Miami,Miami,FL,33135,
Miami,Miami,FL,33122,
Miami,Miami,FL,33193,
Miami,Miami,FL,33129,
Miami,Miami,FL,33189,
Miami,Miami,FL,33178,
Miami,Miami,FL,33177,
Miami,Miami,FL,33184,
Miami,Miami,FL,33032,
Miami,Miami,FL,31803,
Miami,Miami,FL,33180,
Miami,Miami,FL,33141,
Miami,Miami,FL,33199,
Miami,Miami,FL,33014,
Miami,Miami,FL,33160,
Miami,Miami,FL,33140,
Miami,Miami,FL,33127,
Miami,Miami,FL,33145,
Miami,Miami,FL,33128,
Miami,Miami,FL,33105,
Miami,Miami,FL,33133,
Miami,Miami,FL,33090,
Miami,Miami,FL,33106,
Miami,Miami,FL,33151,
Miami,Miami,FL,33168,
Miami,Miami,FL,33054,
Miami,Miami,FL,331`5,
Miami,Miami,FL,33152,
Miami,Miami,FL,33314,
Miami,Miami,FL,33055,
Miami,Miami,FL,33061,
Miami,Miami,FL,33146,
Miami,Miami,FL,33158,
Miami,Miami,FL,33190,
Miami,Miami,FL,33185,
Miami,Miami,FL,33131,
Miami,Miami,FL,33010,
Miami,Miami,FL,33187,
Miami,Miami,FL,33117,
Miami,Miami,FL,33030,
Miami,Miami,FL,33031,
Miami,Miami,FL,33018,
Miami,Miami,FL,33000,
Miami,Miami,FL,33182,
Miami,Miami,FL,33137,
Miami,Miami,FL,33016,
Miami,Miami,FL,33170,
Miami,Miami Beach,FL,33160,
Miami,Miami Beach,FL,Unknown,
Miami,Miami Beach,FL,33109,
Miami,Miami Beach,FL,33154,
Miami,Miami Gardens,FL,33169,
Miami,Miami Gardens,FL,33054,
Miami,Miami Lakes,FL,33016,
Miami,Miami Lakes,FL,33014,
Miami,Miami Lakes,FL,33015,
Miami,Miami Lakes,FL,Unknown,
Miami,Miami Lakes,FL,33169,
Miami,Miami Lakes,FL,33178,
Miami,Miami Lakes,FL,33331,
Miami,Miami Lakes,FL,33172,
Miami,Miami Shores,FL,33138,
Miami,Miami Shores,FL,33168,
Miami,Miami Springs,FL,Unknown,
Miami,Miami Springs,FL,33166,
Miami,Miami Springs,FL,33142,
Miami,"Miami
Gardens",FL,33055,
Miami,"Miami
Gardens",FL,33169,
Miami,"Miami
Gardens",FL,33056,
Miami,"Miami
Gardens",FL,33054,
Miami,"Miami
Gardens",FL,33014,
Miami,"Miami
Gardens",FL,33015,
Miami,"Miami
Shores",FL,33138,
Miami,"Miami
Shores",FL,Unknown,
Miami,"Miami
Shores",FL,33161,
Miami,"Miami
Shores",FL,33181,
Miami,"Miami
Springs",FL,33166,
Miami,"Miami
Springs",FL,33146,
Miami,"Miami
Springs",FL,33010,
Miami,"Miami
Springs",FL,Unknown,
Miami,"Miami
Springs",FL,33186,
Miami,Miami`,FL,33142,
Miami,Miami-Dade,FL,33183,
Miami,Miramar,FL,33027,
Miami,Miramar,FL,33025,
Miami,Miramar,FL,33023,
Miami,Miramar,FL,33026,
Miami,Miramar,FL,33029,
Miami,Miramar,FL,33333,
Miami,Miramar,FL,Unknown,
Miami,Miramar,FL,33028,
Miami,"N Miami
Beach",FL,33162,
Miami,Naranja,FL,33032,
Miami,North Bay,FL,33141,
Miami,North Bay Village,FL,33141,
Miami,"North Bay
Village",FL,Unknown,
Miami,"North Bay
Village",FL,33141,
Miami,"North Bay
Village",FL,33140,
Miami,"North Bay
Village",FL,33161,
Miami,"North Bay
Village",FL,33142,
Miami,North Lauderdale,FL,33068,
Miami,North Lauderdale,FL,Unknown,
Miami,North Lauderdale,FL,33308,
Miami,North Mami,FL,33160,
Miami,North Miami,FL,33168,
Miami,North Miami,FL,33179,
Miami,North Miami,FL,33161,
Miami,North Miami,FL,33169,
Miami,North Miami,FL,33181,
Miami,North Miami,FL,33160,
Miami,North Miami,FL,33162,
Miami,North Miami,FL,Unknown,
Miami,North Miami,FL,33180,
Miami,North Miami,FL,33150,
Miami,North Miami,FL,33167,
Miami,North Miami Beach,FL,33179,
Miami,North Miami Beach,FL,33160,
Miami,North Miami Beach,FL,33162,
Miami,North Miami Beach,FL,33180,
Miami,North Miami Beach,FL,33181,
Miami,North Miami Beach,FL,33169,
Miami,"North Miami
Beach",FL,33162,
Miami,"North Miami
Beach",FL,33179,
Miami,"North Miami
Beach",FL,Unknown,
Miami,"North Miami
Beach",FL,33169,
Miami,"North Miami
Beach",FL,33180,
Miami,"North Miami
Beach",FL,33160,
Miami,"North Miami
Beach",FL,33181,
Miami,"North Miami
Beach",FL,33161,
Miami,North Miamii,FL,33161,
Miami,Oakland Park,FL,33334,
Miami,Oakland Park,FL,Unknown,
Miami,Oakland Park,FL,33308,
Miami,Oakland Park,FL,33311,
Miami,Oakland Park,FL,33309,
Miami,Opa Locka,FL,33054,
Miami,Opa Locka,FL,33167,
Miami,Opa Locka,FL,33055,
Miami,Opa Locka,FL,33056,
Miami,Opalocka,FL,33054,
Miami,Opa-Locka,FL,33056,
Miami,Palmetto Bay,FL,33157,
Miami,Palmetto Bay,FL,33176,
Miami,Palmetto Bay,FL,33158,
Miami,Palmetto Bay,FL,33187,
Miami,Parkland,FL,33076,
Miami,Parkland,FL,33067,
Miami,Parkland,FL,33073,
Miami,Pembroke Park,FL,33009,
Miami,Pembroke Park,FL,Unknown,
Miami,Pembroke Park,FL,33023,
Miami,Pembroke Pines,FL,33028,
Miami,Pembroke Pines,FL,33029,
Miami,Pembroke Pines,FL,33026,
Miami,Pembroke Pines,FL,33027,
Miami,Pembroke Pines,FL,33331,
Miami,Pembroke Pines,FL,33024,
Miami,Pembroke Pines,FL,33332,
Miami,Pembroke Pines,FL,Unknown,
Miami,Pembroke Pines,FL,33025,
Miami,Pembroke Pines,FL,33330,
Miami,Pembroke Pines,FL,33056,
Miami,Perrine,FL,33157,
Miami,Pinecrest,FL,33143,
Miami,Pinecrest,FL,33156,
Miami,Plantation,FL,33313,
Miami,Plantation,FL,33318,
Miami,Plantation,FL,33324,
Miami,Plantation,FL,Unknown,
Miami,Plantation,FL,33317,
Miami,Plantation,FL,33322,
Miami,Plantation,FL,33325,
Miami,Plantation,FL,33388,
Miami,Pompano Beach,FL,33062,
Miami,Pompano Beach,FL,33069,
Miami,Pompano Beach,FL,Unknown,
Miami,Pompano Beach,FL,33068,
Miami,Pompano Beach,FL,33064,
Miami,Pompano Beach,FL,33060,
Miami,Pompano Beach,FL,33065,
Miami,Pompano Beach,FL,33073,
Miami,Princeton,FL,33032,
Miami,"Richmond
Heights",FL,33176,
Miami,Shores,FL,33138,
Miami,South Miami,FL,33143,
Miami,South Miami,FL,Unknown,
Miami,South Miami,FL,33123,
Miami,Southwest Ranches,FL,Unknown,
Miami,Southwest Ranches,FL,33331,
Miami,Southwest Ranches,FL,33332,
Miami,Space H-1,FL,33025,
Miami,Sunny Isles,FL,33160,
Miami,Sunny Isles,FL,33060,
Miami,Sunny Isles Beach,FL,33160,
Miami,"Sunny Isles
Beach",FL,33160,
Miami,"Sunny Isles
Beach",FL,33060,
Miami,"Sunny Isles
Beach",FL,33181,
Miami,Sunrise,FL,Unknown,
Miami,Sunrise,FL,33323,
Miami,Sunrise,FL,33351,
Miami,Sunrise,FL,33313,
Miami,Sunrise,FL,33322,
Miami,Sunrise,FL,33328,
Miami,Sunrise,FL,33326,
Miami,Sunrise,FL,33325,
Miami,Sunrise,FL,33324,
Miami,Surfside,FL,33154,
Miami,Surfside,FL,Unknown,
Miami,Sweetwater,FL,Unknown,
Miami,Sweetwater,FL,33174,
Miami,Sweetwater,FL,33172,
Miami,Tamarac,FL,33321,
Miami,Tamarac,FL,33319,
Miami,Tamarac,FL,33351,
Miami,Tamarac,FL,Unknown,
Miami,Village Of,FL,33157,
Miami,"Village Of
Palmetto Bay",FL,33157,
Miami,"Village Of
Palmetto Bay",FL,33176,
Miami,Virginia,FL,33166,
Miami,"Virginia
Gardens",FL,33166,
Miami,"Vlg Of
Palmetto Bay",FL,33157,
Miami,West Miami,FL,33144,
Miami,West Miami,FL,Unknown,
Miami,West Park,FL,Unknown,
Miami,Weston,FL,33331,
Miami,Weston,FL,33327,
Miami,Weston,FL,33326,
Miami,Weston,FL,33332,
Miami,Weston,FL,Unknown,
Miami,Wilton Manors,FL,33305,
Miami,Wilton Manors,FL,33334,
Miami,Wilton Manors,FL,Unknown,
Miami,Wilton Manors,FL,33311,
